Created_at,Tweet,Retweet_count,Favourite_count,User,Followers,Location,Si
2023-01-08 03:14:38+00:00, That would be really weird i will say ,0,1,AlcoholicKidku,185,OtherWorld,0
2023-01-08 03:13:55+00:00,I need more clout ,0,0,AlcoholicKidku,185,OtherWorld,0
2023-01-08 03:13:03+00:00,AHAHABHAHAHAHAHAH ,0,1,AlcoholicKidku,185,OtherWorld,0
2023-01-08 03:11:55+00:00,Alright then so i gonna say this now. I AM ONE OF THE YOUNGEST ZLARPERS! SO I CAN'T DO SUS STUFF!!!!! ,0,1,AlcoholicKidku,185,OtherWorld,0
2023-01-08 02:18:31+00:00,My favorite boss in Doom 2016 ,0,0,AlcoholicKidku,185,OtherWorld,0
2023-01-08 01:42:07+00:00, erm.... no way!,0,1,AlcoholicKidku,185,OtherWorld,0
2023-01-08 01:41:23+00:00," I hate them Bug people from the beginning of the sayian saga, stupid buggas",0,1,AlcoholicKidku,185,OtherWorld,0
2023-01-08 01:39:49+00:00,Oh yeah? well im friends with Maxwell the cat!,0,2,AlcoholicKidku,185,OtherWorld,0
2023-01-08 01:37:49+00:00,"In the movie Hulk (2003) the Hulk has three different sizes. in the first form he is standing at 10 ft, in his rage ",1,4,AlcoholicKidku,185,OtherWorld,0
2023-01-08 01:31:21+00:00," Thank you as well Kiryu, i have a feeling that it will be soon as well ",0,1,AlcoholicKidku,185,OtherWorld,0
2023-01-08 01:29:53+00:00, Clearly! ,0,1,AlcoholicKidku,185,OtherWorld,0
2023-01-08 01:27:52+00:00, That's interesting.,0,1,AlcoholicKidku,185,OtherWorld,0
2023-01-08 01:26:10+00:00, your extremely scary.,0,1,AlcoholicKidku,185,OtherWorld,1
2023-01-08 01:25:30+00:00, So strong.....,0,1,AlcoholicKidku,185,OtherWorld,0
2023-01-08 01:24:28+00:00,2023 was 0 years ago ,1,2,AlcoholicKidku,185,OtherWorld,0
2023-01-08 01:23:10+00:00, erm.... why are you being so commanding?!,0,1,AlcoholicKidku,185,OtherWorld,0
2023-01-08 01:22:50+00:00, Loyalty is great trait Kiryu.,0,2,AlcoholicKidku,185,OtherWorld,0
2023-01-08 01:19:08+00:00, erm.... that wasn't a question!,0,1,AlcoholicKidku,185,OtherWorld,0
2023-01-08 01:12:22+00:00, Then perish ,0,1,AlcoholicKidku,185,OtherWorld,1
2023-01-08 00:16:18+00:00,Leigh thinks its funny im writing my pigs suicide note rn,0,0,AlphaAshton17,12,"Florida, USA",0
2023-01-07 16:24:45+00:00,Pussy weed oil,0,1,AlphaAshton17,12,"Florida, USA",0
2023-01-06 14:13:54+00:00,Its not hard to not cockblock yourself yet ppl keep managing to do it a lot lately huh,0,0,AlphaAshton17,12,"Florida, USA",1
2023-01-05 23:34:29+00:00,Theres cheese in my pants,0,1,AlphaAshton17,12,"Florida, USA",0
2023-01-05 22:52:07+00:00,Can you skin my pliers,0,0,AlphaAshton17,12,"Florida, USA",1
2022-11-24 19:44:23+00:00,Beep beep Turkey time sluts,0,0,AlphaAshton17,12,"Florida, USA",0
2022-11-03 14:58:36+00:00,Phone sex on the switch -@b1udlust,0,1,AlphaAshton17,12,"Florida, USA",0
2022-11-02 02:54:11+00:00,Foreskin = cock pocket,0,0,AlphaAshton17,12,"Florida, USA",0
2022-10-30 23:13:07+00:00,"The 3 condiments: Ketchup, mustard and cum",0,1,AlphaAshton17,12,"Florida, USA",0
2022-05-13 19:18:20+00:00, has the legal rights to call me an idiot now,0,0,AlphaAshton17,12,"Florida, USA",0
2022-03-26 14:50:30+00:00,My eyeliner pissed on me,0,1,AlphaAshton17,12,"Florida, USA",0
2022-03-18 00:39:08+00:00,Airpod in da bong,0,0,AlphaAshton17,12,"Florida, USA",0
2022-02-22 20:49:33+00:00,IT JUS SHO OUT NVM I GET MY FRIES,0,0,AlphaAshton17,12,"Florida, USA",0
2022-02-22 20:49:07+00:00,Frie- FUCK. The deep fryers broken,0,0,AlphaAshton17,12,"Florida, USA",0
2022-02-22 04:10:38+00:00,My ramen squied,0,0,AlphaAshton17,12,"Florida, USA",0
2022-02-17 01:23:37+00:00,My arm might be a lil broken but at least my dick isnt,0,0,AlphaAshton17,12,"Florida, USA",0
2022-01-26 04:51:34+00:00,You gota turn the bong off with the bottom of grinder,0,0,AlphaAshton17,12,"Florida, USA",0
2022-01-25 21:04:21+00:00,Weed cum,0,0,AlphaAshton17,12,"Florida, USA",0
2022-01-20 23:53:28+00:00,Stoner wit a cheese grater-stoner wit a knife,0,1,AlphaAshton17,12,"Florida, USA",0
2022-01-20 23:53:07+00:00,You cant escape the bitch with the bong -me,0,1,AlphaAshton17,12,"Florida, USA",0
2023-01-08 03:01:34+00:00,Get a new car and nobody know wtf Im in.,0,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 03:00:11+00:00,And never invite anybody over ,1,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 02:59:51+00:00,Cant wait to move and not tell nobody where I live ,0,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 02:59:30+00:00, Girl they was good when I first staed buying them now they just nasty as hell.,0,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 02:58:51+00:00,Should have went to Dairy Queen ,1,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 02:58:14+00:00,Everytime I spend my money shit be nasty,1,2,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 02:56:55+00:00,Damn cookies nasty asf ,0,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 02:29:04+00:00,Cause I aint give af if she found the shit or not she was aggravating tf outta me ,0,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 02:27:26+00:00,"She was like turn here now turn there, now drive 5 house up  like bitch what ? Who are you inspector gadget ",0,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 02:27:15+00:00,Its my sister finding the exact house of the people who stole my momma phone ,0,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 02:25:29+00:00,Finna watch Zatima ,0,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 02:24:40+00:00,My fat ass eating Crumbl Cookies ,0,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 02:23:54+00:00,Never did  ,0,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 02:23:08+00:00,Maybe if I just get one ,0,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 02:22:40+00:00,I would go to crumble  cookie but they dont have enough flavors I want ,0,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 02:21:23+00:00,Wish we had a Cinnabon.,0,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 01:43:07+00:00,But what ,0,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 01:42:02+00:00,"Im tired of living, Ive done it long enough",0,0,AquafinaStackss,824,Orlando FLorida,1
2023-01-08 01:38:29+00:00,Craving a quesadilla,0,0,AquafinaStackss,824,Orlando FLorida,0
2023-01-08 01:37:53+00:00,"Im tired of living, Ive done it long enough",0,0,AquafinaStackss,824,Orlando FLorida,1
2023-01-07 08:16:42+00:00," little people satanist erotics then a check for $200,000 then my suicide note",0,1,CavinBGonzalez,1953,"Orlando, FL",1
2023-01-07 22:11:00+00:00,"i wrote a small collection of poems but dont feel like making books so here it is for free:

s://t.co/UuYBvi2gS5",14,0,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 22:10:54+00:00,not enough weights in the gym to make these bench presses wohwhilefucking hate being super jacked and handsome,0,4,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 20:28:50+00:00, my god i need it on a chain immediately,0,2,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 20:20:14+00:00, fucking reserved*,0,1,CavinBGonzalez,1953,"Orlando, FL",1
2023-01-07 20:13:48+00:00, glazed should be referred for describing donuts and cum but still very based poem,0,2,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 20:10:58+00:00, we need to fund more GMO meat products!!!,0,0,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 19:28:46+00:00, lexi seems intelligent and well informed,0,1,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 19:28:33+00:00, deer are known to cannibalize and consume carrion. also a vampiric butterfly out in the world drinking blood,0,1,CavinBGonzalez,1953,"Orlando, FL",1
2023-01-07 19:27:02+00:00,not to get too political but big huge milker gazoonga tits are the key to Americas economic rise,0,7,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 19:23:03+00:00, im 13 :),0,1,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 17:11:18+00:00,i disagree with your statement its that easy man :-/,0,0,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 08:16:42+00:00," little people satanist erotics then a check for $200,000 then my suicide note",0,1,CavinBGonzalez,1953,"Orlando, FL",1
2023-01-07 07:49:18+00:00, ahhh fuck,0,0,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 07:02:51+00:00,basic movie plot told in a creative jarring way. watched the linear version and i ,0,0,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 06:42:03+00:00,speaking telepathically to my snail and fish ,0,6,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 05:13:47+00:00,fuck the dutch 2023,0,3,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 05:05:38+00:00,P oems ,1,13,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 04:59:43+00:00,"I don't believe in 'nutrition', which is a bit of a double-edged sword as I find the raw meat paleo whatever diets stupi",1,0,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 04:59:29+00:00,telling girls im an evil piece of shit and it just works,0,5,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 04:58:55+00:00, painal,0,0,CavinBGonzalez,1953,"Orlando, FL",0
2023-01-07 09:40:47+00:00,"Your opinion about me counts for nothing, nna I'm not those you climb",0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 09:57:13+00:00,With this kind of stupidity I don't blame sisters for choosing African brothers.,0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 09:54:22+00:00,"Take your vote and vutsek, EFF will not die because you left. We recru",0,1,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 09:53:36+00:00,Vutsek,0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 09:41:37+00:00,I woke up with a series of your tweets responding to me directly o nnyel,0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 09:40:47+00:00,Le nyela batho and expect them to be nice? Nna o nyele mo honna,0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 09:35:49+00:00,You're foolish because mh reference is based on the picture that is shar,1,1,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 09:34:58+00:00,The fact you believe that proves that you're idiotic.,0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 09:31:18+00:00,Do you even know what is politics? Those laughing emojis just prove that you're childish.,0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 09:29:43+00:00,"Mxm, it would have been better if you said nothing.",0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 09:13:14+00:00,So what does that have to do with you? Are you a failure?,0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 09:04:07+00:00,So does that mean you're useless and less capable?,0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 09:01:46+00:00,You insult people and expect roses in return? I'm not your child wena.,0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 09:01:07+00:00,Nothing could be more shameful than to have been defeated once by the likes of you. Especially knowing that you're,0,1,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 09:00:02+00:00,"Do you think that if you put your life on the line fighting for others, someone will stamp a form ce ifying that you deserve to live?",0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 08:59:26+00:00,Nothing could be more shameful than to have been defeated once by the likes of you. Especially knowing that you're,0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 08:57:17+00:00,"I... I loved them all... I loved Laphi, and Celica... A hur, everyone... To have it all stolen from me... Why them",0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 08:56:33+00:00,"Wealth is a nightmare. With each coveted thing we buy, we lose a thing we dream about.",0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 08:56:02+00:00,You and I are just two ships who happened to share the same course.,0,0,Ce ifiedFaita,1564,"Johannesburg, South Africa",0
2023-01-07 09:56:10+00:00,"If peeps can't afford it, then they'll steal it #",0,0,Dailewis,1180,Wales,0
2023-01-07 11:50:48+00:00,The Tories have cut public services and with it quality of service because of an higher worklo,0,0,Dailewis,1180,Wales,0
2023-01-07 11:48:36+00:00,If the police weren't so brainwashed they'd also be out on the streets striking for better wor,0,0,Dailewis,1180,Wales,0
2023-01-07 11:21:47+00:00,When # broke 750k+ people instantly volunteered so I think a lot of people would be work,0,0,Dailewis,1180,Wales,0
2023-01-07 11:14:08+00:00,The # have been cutting many public services with the result of poor services because of h,0,0,Dailewis,1180,Wales,0
2023-01-07 10:10:56+00:00,"Note, if corners are cut and the workload becomes too much then workers can find that they are",0,0,Dailewis,1180,Wales,0
2023-01-07 10:08:51+00:00,Tip for police overrun with work bc of Tory cuts #,0,0,Dailewis,1180,Wales,0
2023-01-07 10:01:45+00:00,Tip for soldiers expected to DIE for King and Country #,0,0,Dailewis,1180,Wales,0
2023-01-07 09:56:10+00:00,"Newsflash, there has always been a target on the royals, that's why so much tax payers money i",0,0,Dailewis,1180,Wales,0
2023-01-07 09:47:26+00:00,Tip to Privates that are expected to give your life for King and Country #,0,0,Dailewis,1180,Wales,0
2023-01-07 09:40:17+00:00,When freedom of speech comes back to bite the royal lickspittles,0,0,Dailewis,1180,Wales,0
2023-01-07 09:28:41+00:00,"Newsflash, the British Military have killed tens of thousands of people during the many wars that they have be",0,0,Dailewis,1180,Wales,0
2023-01-07 09:26:20+00:00,"The Royals and aristocracy, still living off the back of historical crimes",0,1,Dailewis,1180,Wales,0
2023-01-07 09:22:49+00:00,"After 1000's of year of tyranny the royals can finally enjoy their plunder Scott free, oh wait, there's Harry",0,1,Dailewis,1180,Wales,0
2023-01-07 09:01:04+00:00,"The royals finally having an ass kicking, well done Harry, for talking so truthfully about your life # # #",0,0,Dailewis,1180,Wales,0
2023-01-07 08:43:29+00:00,"Note, billionaires/millionaires to keep their standard of living spend their money in a different e",0,0,Dailewis,1180,Wales,0
2023-01-07 08:36:25+00:00,Will you become a prophetic witness again of a body of people who cares for today's afflicted? Will you live as Chr,0,0,Dailewis,1180,Wales,0
2023-01-07 08:32:42+00:00,Will you become a prophetic witness again of a body of people who cares for today's afflicted? Will you live as Chr,1,1,Dailewis,1180,Wales,0
2023-01-07 08:30:13+00:00,Will you stand up Church? Will you raise up the standard of the Kingdom of God for the world to see? Will you preac,0,0,Dailewis,1180,Wales,0
2023-01-07 08:28:03+00:00,We are called to a mission to see the Fathers will done on ea h as it is in heaven. This requires a Church that is,0,0,Dailewis,1180,Wales,0
2023-01-07 08:23:08+00:00,It is one thing for the world to go the direction it has-- its the world. But when the Church follows the world &amp; l,0,0,Dailewis,1180,Wales,0
2023-01-06 01:24:55+00:00,  What a question. If you have tried suicide before because of forex then you can come and as ,0,1,De_Cha_Ginie,551,"Accra, Ghana",1
2023-01-08 02:03:38+00:00,"  Im going to  upcoming Space. Will you join too?

s://t.co/wWgFn4Yp2u",2,0,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-08 00:36:18+00:00,"    It was programmed for those who master their emotions and mind. 

The better person you becom",1,0,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-08 00:34:00+00:00,"Not only Mentors but the right mentors.

No just go dey follow anyone like that. ",0,1,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-08 00:13:47+00:00," just handed me the secret to being great at whatever you do.

Even as forex traders you need this 3 to ",0,2,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-07 23:11:32+00:00,"I never knew I was indiscipline, I knew I was a shy and reserved type. i never knew I had low self esteem and lacke ",1,5,De_Cha_Ginie,551,"Accra, Ghana",1
2023-01-07 23:04:27+00:00,"  It was programmed for those who master their emotions and mind. 

The better person you b ",1,1,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-07 22:49:52+00:00,  It really does,0,1,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-07 22:47:47+00:00," Thank you fam. Glad we are making Impact.

That's the whole impoance",0,4,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-07 22:40:29+00:00,"  For the sake of those new, that's why I ask. Confidence does. It really does",0,2,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-07 22:30:15+00:00, This question solves a lot of problem,0,2,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-07 22:12:16+00:00,   Can you ask this question for the fam,0,1,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-07 22:08:27+00:00,  Ask the speakers to throw more light on what kind of mindset should one comes into the m ,0,5,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-07 22:02:48+00:00,You find out you know a lot of things about trading but you're still not profitable and you're still learning more. ,1,9,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-07 21:54:33+00:00,"Very easy but difficult to learn by people because of discipline.

Simplicity ",1,8,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-07 11:59:28+00:00,"Taking 9 more students. 

15sits before the year began, 6taken and 9 more to go

If you're interested dm

Only 100$ ",2,10,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-07 10:43:50+00:00, Depends on the amount of money you have in your trading account Sir. i say 2.5 risk per trade,0,1,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-07 09:48:28+00:00, Only if you'd listen,0,8,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-07 09:46:04+00:00," Because your mind is your world. What you think, you are",0,9,De_Cha_Ginie,551,"Accra, Ghana",0
2023-01-07 06:58:11+00:00,"...Of Friends &amp; Relatives Who've Been Battling This TerribleDisease Till The End. Now, I'm Focusing On Those Who Ta",0,1,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 12:22:46+00:00,But Unfo unately They Don't Really Read Your Message After They've Seen It For A Long Time. More Than Half Of Your,0,0,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 12:20:16+00:00,"Of Course, In The Most Difficult-Moment Of Life; You Feel Who Your True-Friend Is or Who Truly Praises You. Unfo u",0,0,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 12:15:31+00:00,# Very True That After # It Takes Years To Stay Alive With The Side-Effects Of,0,0,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 07:23:33+00:00,"Again, This Can Be Due To Anxiety, But It Can Be A Physical Cause If The Disease &amp; Its Treatment Interferes With Yo",0,2,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 07:20:37+00:00,....This May Be Due To A Number Of Reasons Some Friends May Be In Contact Because They Don't Know What To Say To A,0,2,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 07:17:16+00:00,....And When It Comes To Friends; They Assist During Illness. They Can Help The Person To Stay Positive &amp; Strong. A,0,2,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 07:15:25+00:00,"# Parents; Infecting A Child With Cancer Is A Horrible Experience. This Often Encourages Guilt Feelings,",0,1,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 07:12:54+00:00,# Been Going Through # Since September 2015 &amp; Now From January 2022 It Has Come A,0,1,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 07:10:18+00:00,"Hopefully a new dawn will surely come which we all were eagerly waiting for. Yes, we",0,1,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 07:00:23+00:00,Hhiisssss very funny,0,1,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 06:56:04+00:00,"Sir, I get your point. But is there a need to run after a single person instead of ai",1,12,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 06:43:07+00:00,"Christ said, ""let the dead bury their dead"" to mean focus on the living, ""for it's appointed to every",0,0,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 05:02:37+00:00,"The Champ I was looking for, as they're looking for their new Ea h, Christ already promised",0,1,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 05:00:11+00:00,There is no such thing as expe s there is only the word of God which you will have to believe and not the bloo,0,0,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 04:49:14+00:00,Do You Agree ,0,0,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 04:48:38+00:00,God can turn around for good any situation ,0,1,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-07 04:44:50+00:00,Do you really believe that God can change your situation?,0,1,ImBibhuduttaIND,1578,"Puri, India",0
2023-01-08 01:57:57+00:00,"I hope you feel better soon, I was worried",0,3,OdaAngeI,775,Paradise ,0
2023-01-08 02:12:45+00:00,why,0,2,OdaAngeI,775,Paradise ,0
2023-01-08 02:10:04+00:00,"ive done everything, i am done",0,2,OdaAngeI,775,Paradise ,1
2023-01-08 02:07:56+00:00,yah,0,1,OdaAngeI,775,Paradise ,0
2023-01-08 02:07:47+00:00,yeahhh :(,0,2,OdaAngeI,775,Paradise ,1
2023-01-08 02:04:50+00:00,wow what an actual loser lmfao,0,1,OdaAngeI,775,Paradise ,1
2023-01-08 01:57:57+00:00,why are you there,0,3,OdaAngeI,775,Paradise ,1
2023-01-08 01:25:11+00:00,i love my blahaj,0,2,OdaAngeI,775,Paradise ,0
2023-01-08 01:09:03+00:00,are you okay though like rlly,0,2,OdaAngeI,775,Paradise ,0
2023-01-07 23:52:16+00:00,Hatsune Miku,0,1,OdaAngeI,775,Paradise ,0
2023-01-07 23:52:08+00:00,nuh gimme the rating,0,2,OdaAngeI,775,Paradise ,0
2023-01-07 23:15:53+00:00,Whats confusing you,0,1,OdaAngeI,775,Paradise ,0
